Название;Категория;Цель;Противопоказания;Тип питания;Ссылка на WB;Ссылка на kultlab.ru;артикулы;способ применения ;описание
"Kultlab Diet, 60 гр
Шоколад - Орех
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/13147647/detail.aspx?targetUrl=GP;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-kult-bar-60-gr/;;;"Размер одной порции                                        : 60 граммKultlab Kult Diet — питательный фитнес-батончик, состоящий из высококачественного сывороточного протеина и натуральных ингредиентов: ягод, орехов и кусочков шоколада.В ассортименте большое разнообразие бомбически ярких вкусов. Ты найдешь свою «сладкую любовь», которая зарядит тебя энергией на весь день.В Kultlab Kult Bar содержится 22 гр белка с высоким содержанием важнейших для организма аминокислот, которые участвуют в восстановлении тканей.Протеиновый батончик от Культлаб - это низкокалорийный десерт, обладающий высокими питательными свойствами, утолит голод и не добавит ни грамма лишнего веса.Держи портативный источник энергии при себе: в дороге, на учебе или на работе.iИндивидуальная непереносимость компонентов продукта."
"Kultlab Diet, 60 гр
Клубника со сливками
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/13147647/detail.aspx?targetUrl=GP;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-kult-bar-60-gr/;;;"Размер одной порции                                        : 60 граммKultlab Kult Diet — питательный фитнес-батончик, состоящий из высококачественного сывороточного протеина и натуральных ингредиентов: ягод, орехов и кусочков шоколада.В ассортименте большое разнообразие бомбически ярких вкусов. Ты найдешь свою «сладкую любовь», которая зарядит тебя энергией на весь день.В Kultlab Kult Bar содержится 22 гр белка с высоким содержанием важнейших для организма аминокислот, которые участвуют в восстановлении тканей.Протеиновый батончик от Культлаб - это низкокалорийный десерт, обладающий высокими питательными свойствами, утолит голод и не добавит ни грамма лишнего веса.Держи портативный источник энергии при себе: в дороге, на учебе или на работе.iИндивидуальная непереносимость компонентов продукта."
"Kultlab Diet, 60 гр
Шоколад  ";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/13147647/detail.aspx?targetUrl=GP;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-kult-bar-60-gr/;;;"Размер одной порции                                        : 60 граммKultlab Kult Diet — питательный фитнес-батончик, состоящий из высококачественного сывороточного протеина и натуральных ингредиентов: ягод, орехов и кусочков шоколада.В ассортименте большое разнообразие бомбически ярких вкусов. Ты найдешь свою «сладкую любовь», которая зарядит тебя энергией на весь день.В Kultlab Kult Bar содержится 22 гр белка с высоким содержанием важнейших для организма аминокислот, которые участвуют в восстановлении тканей.Протеиновый батончик от Культлаб - это низкокалорийный десерт, обладающий высокими питательными свойствами, утолит голод и не добавит ни грамма лишнего веса.Держи портативный источник энергии при себе: в дороге, на учебе или на работе.iИндивидуальная непереносимость компонентов продукта."
"Kultlab Diet, 60 гр
Лесные ягоды
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/13147647/detail.aspx?targetUrl=GP;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-kult-bar-60-gr/;;;"Размер одной порции                                        : 60 граммKultlab Kult Diet — питательный фитнес-батончик, состоящий из высококачественного сывороточного протеина и натуральных ингредиентов: ягод, орехов и кусочков шоколада.В ассортименте большое разнообразие бомбически ярких вкусов. Ты найдешь свою «сладкую любовь», которая зарядит тебя энергией на весь день.В Kultlab Kult Bar содержится 22 гр белка с высоким содержанием важнейших для организма аминокислот, которые участвуют в восстановлении тканей.Протеиновый батончик от Культлаб - это низкокалорийный десерт, обладающий высокими питательными свойствами, утолит голод и не добавит ни грамма лишнего веса.Держи портативный источник энергии при себе: в дороге, на учебе или на работе.iИндивидуальная непереносимость компонентов продукта."
"Kultlab Diet, 60 гр
Малиновый чизкейк
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/13147647/detail.aspx?targetUrl=GP;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-kult-bar-60-gr/;;;"Размер одной порции                                        : 60 граммKultlab Kult Diet — питательный фитнес-батончик, состоящий из высококачественного сывороточного протеина и натуральных ингредиентов: ягод, орехов и кусочков шоколада.В ассортименте большое разнообразие бомбически ярких вкусов. Ты найдешь свою «сладкую любовь», которая зарядит тебя энергией на весь день.В Kultlab Kult Bar содержится 22 гр белка с высоким содержанием важнейших для организма аминокислот, которые участвуют в восстановлении тканей.Протеиновый батончик от Культлаб - это низкокалорийный десерт, обладающий высокими питательными свойствами, утолит голод и не добавит ни грамма лишнего веса.Держи портативный источник энергии при себе: в дороге, на учебе или на работе.iИндивидуальная непереносимость компонентов продукта."
"Kultlab Diet, 60 гр
Тирамису";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/13147647/detail.aspx?targetUrl=GP;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-kult-bar-60-gr/;;;"Размер одной порции                                        : 60 граммKultlab Kult Diet — питательный фитнес-батончик, состоящий из высококачественного сывороточного протеина и натуральных ингредиентов: ягод, орехов и кусочков шоколада.В ассортименте большое разнообразие бомбически ярких вкусов. Ты найдешь свою «сладкую любовь», которая зарядит тебя энергией на весь день.В Kultlab Kult Bar содержится 22 гр белка с высоким содержанием важнейших для организма аминокислот, которые участвуют в восстановлении тканей.Протеиновый батончик от Культлаб - это низкокалорийный десерт, обладающий высокими питательными свойствами, утолит голод и не добавит ни грамма лишнего веса.Держи портативный источник энергии при себе: в дороге, на учебе или на работе.iИндивидуальная непереносимость компонентов продукта."
Kultlab Diet Caramel Boom;"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/169739285/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-caramel-boom-35-gr/;;;"Размер одной порции                                        : 35 граммKultlab Caramel Boom – это новое протеиновое лакомство, которое позволит вам насладиться нежным сочетанием арахиса и карамели, не нарушая вашего здорового образа жизни.В отличие от других батончиков на рынке, Kultlab Caramel Boom разработан с учетом заботы о вашем здоровье и фигуре.Каждая порция Kultlab Caramel Boom содержит всего 146 калорий, что позволяет вам контролировать вашу потребляемую энергию, не отказывая себе в удовольствии.При выборе Kultlab Caramel Boom, вы делаете шаг к здоровому образу жизни, не снижая уровня своего комфорта.Доверьтесь Kultlab Caramel Boom и получите удовольствие от безупречного сочетания арахиса и карамели, испытайте наслаждение, не содержащее излишних калорий или сахара. Смело включайте его в свой рацион и насладитесь превосходным вкусом!iИндивидуальная непереносимость. Перед применением необходимо проконсультироваться со специалистом."
"Kultlab Diet Coconut Белый шоколад
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/49857365/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-coconut-40-gr/;;;"Размер одной порции                                        : 40 граммКокосовый фитнес-батончик Kultlab Bar Coconut — идеальное сочетание пользы для здоровья и яркого вкуса. Мягкую текстуру натурального кокоса и нежный шоколад оценят даже самые искушенные любители сладкого. Высокое содержание клетчатки и отсутствие сахара в составе делают батончик Kultlab Bar Coconut безупречным для перекуса: на парах, в дороге, на работе или после тренировки. Культлаб кокос — отвечает на запрос!iИндивидуальная непереносимость компонентов продукта."
Kultlab Diet Coconut Молочный шоколад;"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/49857365/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-coconut-40-gr/;;;"Размер одной порции                                        : 40 граммКокосовый фитнес-батончик Kultlab Bar Coconut — идеальное сочетание пользы для здоровья и яркого вкуса. Мягкую текстуру натурального кокоса и нежный шоколад оценят даже самые искушенные любители сладкого. Высокое содержание клетчатки и отсутствие сахара в составе делают батончик Kultlab Bar Coconut безупречным для перекуса: на парах, в дороге, на работе или после тренировки. Культлаб кокос — отвечает на запрос!iИндивидуальная непереносимость компонентов продукта."
"Kultlab Diet Choconut Фундук и Шоколад
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/122074911/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-choconut-50-gr/;;;"Размер одной порции                                        : 50 граммУникальная рецептура с добавлением большого количества питательного арахиса разработана специально для настоящих ценителей легендарного орехового вкуса. Кусочки натурального шоколада и нежнейший слой глазури таят во рту и подчеркивают изумительные вкусовые качества десерта. А энергия от высококачественного сывороточного протеина способствует быстрому восстановлению сил.В батончике Kultlab Choconut больше арахиса и шоколада, чем ты можешь вообразить! Бери протеиновый десерт с собой, в подходящий момент он составит отличную компанию чашечке кофе. Никакого сахара — 100% пользы!iИндивидуальная непереносимость компонентов продукта. Содержит подсластители, при чрезмерном употреблении может оказывать слабительное действие."
"Kultlab Diet Choconut Миндаль и Шоколад
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/122074911/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-choconut-50-gr/;;;"Размер одной порции                                        : 50 граммУникальная рецептура с добавлением большого количества питательного арахиса разработана специально для настоящих ценителей легендарного орехового вкуса. Кусочки натурального шоколада и нежнейший слой глазури таят во рту и подчеркивают изумительные вкусовые качества десерта. А энергия от высококачественного сывороточного протеина способствует быстрому восстановлению сил.В батончике Kultlab Choconut больше арахиса и шоколада, чем ты можешь вообразить! Бери протеиновый десерт с собой, в подходящий момент он составит отличную компанию чашечке кофе. Никакого сахара — 100% пользы!iИндивидуальная непереносимость компонентов продукта. Содержит подсластители, при чрезмерном употреблении может оказывать слабительное действие."
"Kultlab Diet Choconut Арахис и Шоколад
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/122074911/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-choconut-50-gr/;;;"Размер одной порции                                        : 50 граммУникальная рецептура с добавлением большого количества питательного арахиса разработана специально для настоящих ценителей легендарного орехового вкуса. Кусочки натурального шоколада и нежнейший слой глазури таят во рту и подчеркивают изумительные вкусовые качества десерта. А энергия от высококачественного сывороточного протеина способствует быстрому восстановлению сил.В батончике Kultlab Choconut больше арахиса и шоколада, чем ты можешь вообразить! Бери протеиновый десерт с собой, в подходящий момент он составит отличную компанию чашечке кофе. Никакого сахара — 100% пользы!iИндивидуальная непереносимость компонентов продукта. Содержит подсластители, при чрезмерном употреблении может оказывать слабительное действие."
"Kultlab Diet Protein Pie Взрывной шоколад
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/247865176/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-pie-45-gr/;;;"Размер одной порции                                        : 45 гр.Тающее во рту нежное суфле, уникальное протеиновое печенье из высококачественного сывороточного белка, действительно толстый слой диетической шоколадной глазури — в Kultlab Protein Pie соединены лучшие ингредиенты идеального перекуса. Наш новый натуральный продукт уверенно занял лидерскую позицию в линейке низкокалорийных сладостей.Всегда держи Protein Pie в сумке — он помогает обуздать аппетит, испытать гастрономическое удовольствие и почувствовать прилив энергии без вреда для фигуры.Protein Pie — сладкий перекус для каждого."
"Kultlab Diet Protein Pie Малиновый пай
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/247865176/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-pie-45-gr/;;;"Размер одной порции                                        : 45 гр.Тающее во рту нежное суфле, уникальное протеиновое печенье из высококачественного сывороточного белка, действительно толстый слой диетической шоколадной глазури — в Kultlab Protein Pie соединены лучшие ингредиенты идеального перекуса. Наш новый натуральный продукт уверенно занял лидерскую позицию в линейке низкокалорийных сладостей.Всегда держи Protein Pie в сумке — он помогает обуздать аппетит, испытать гастрономическое удовольствие и почувствовать прилив энергии без вреда для фигуры.Protein Pie — сладкий перекус для каждого."
"Kultlab Diet Protein Pie Полный кокос
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/247865176/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-pie-45-gr/;;;"Размер одной порции                                        : 45 гр.Тающее во рту нежное суфле, уникальное протеиновое печенье из высококачественного сывороточного белка, действительно толстый слой диетической шоколадной глазури — в Kultlab Protein Pie соединены лучшие ингредиенты идеального перекуса. Наш новый натуральный продукт уверенно занял лидерскую позицию в линейке низкокалорийных сладостей.Всегда держи Protein Pie в сумке — он помогает обуздать аппетит, испытать гастрономическое удовольствие и почувствовать прилив энергии без вреда для фигуры.Protein Pie — сладкий перекус для каждого."
"Kultlab Diet Protein Pie Самая ромовая баба
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/247865176/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-pie-45-gr/;;;"Размер одной порции                                        : 45 гр.Тающее во рту нежное суфле, уникальное протеиновое печенье из высококачественного сывороточного белка, действительно толстый слой диетической шоколадной глазури — в Kultlab Protein Pie соединены лучшие ингредиенты идеального перекуса. Наш новый натуральный продукт уверенно занял лидерскую позицию в линейке низкокалорийных сладостей.Всегда держи Protein Pie в сумке — он помогает обуздать аппетит, испытать гастрономическое удовольствие и почувствовать прилив энергии без вреда для фигуры.Protein Pie — сладкий перекус для каждого."
"Kultlab Diet Protein Pie Банана на-на
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/247865176/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-pie-45-gr/;;;"Размер одной порции                                        : 45 гр.Тающее во рту нежное суфле, уникальное протеиновое печенье из высококачественного сывороточного белка, действительно толстый слой диетической шоколадной глазури — в Kultlab Protein Pie соединены лучшие ингредиенты идеального перекуса. Наш новый натуральный продукт уверенно занял лидерскую позицию в линейке низкокалорийных сладостей.Всегда держи Protein Pie в сумке — он помогает обуздать аппетит, испытать гастрономическое удовольствие и почувствовать прилив энергии без вреда для фигуры.Protein Pie — сладкий перекус для каждого."
"Kultlab Diet Protein Pie Крэйзи капучино
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/247865176/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-pie-45-gr/;;;"Размер одной порции                                        : 45 гр.Тающее во рту нежное суфле, уникальное протеиновое печенье из высококачественного сывороточного белка, действительно толстый слой диетической шоколадной глазури — в Kultlab Protein Pie соединены лучшие ингредиенты идеального перекуса. Наш новый натуральный продукт уверенно занял лидерскую позицию в линейке низкокалорийных сладостей.Всегда держи Protein Pie в сумке — он помогает обуздать аппетит, испытать гастрономическое удовольствие и почувствовать прилив энергии без вреда для фигуры.Protein Pie — сладкий перекус для каждого."
"Kultlab Diet Protein Pie Северная черника
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/247865176/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-pie-45-gr/;;;"Размер одной порции                                        : 45 гр.Тающее во рту нежное суфле, уникальное протеиновое печенье из высококачественного сывороточного белка, действительно толстый слой диетической шоколадной глазури — в Kultlab Protein Pie соединены лучшие ингредиенты идеального перекуса. Наш новый натуральный продукт уверенно занял лидерскую позицию в линейке низкокалорийных сладостей.Всегда держи Protein Pie в сумке — он помогает обуздать аппетит, испытать гастрономическое удовольствие и почувствовать прилив энергии без вреда для фигуры.Protein Pie — сладкий перекус для каждого."
Kultlab Diet Protein Pie Фисташковый мусс;"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/247865176/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-pie-45-gr/;;;"Размер одной порции                                        : 45 гр.Тающее во рту нежное суфле, уникальное протеиновое печенье из высококачественного сывороточного белка, действительно толстый слой диетической шоколадной глазури — в Kultlab Protein Pie соединены лучшие ингредиенты идеального перекуса. Наш новый натуральный продукт уверенно занял лидерскую позицию в линейке низкокалорийных сладостей.Всегда держи Protein Pie в сумке — он помогает обуздать аппетит, испытать гастрономическое удовольствие и почувствовать прилив энергии без вреда для фигуры.Protein Pie — сладкий перекус для каждого."
"Kultlab Diet Protein Cookie Шоколадный десерт
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/306794731/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-cookie-40-gr/;;;"Размер одной порции                                        : 40 граммА НУ ХВАТАЙ В РУКИ PROTEIN COOKIEВстречай новую вкуснейшую новинку – Protein Cookie в трех вкусах: тропический кокос, шоколадный десерт и малиновый мусс.Без лишних калорий и сахара – только полезные ингредиенты!Идеально для перекуса после тренировки или в течение дня. Легко, вкусно и эффективно – бери Protein Cookie и шагай к своим целям вместе с KULTLAB!Состав: смесь белков (концентрат молочного белка (мицеллярный казеин), концентрат сывороточного белка), изомальтоолигосахарид (пребиотик), глазурь (подсластитель маль-тит, заменитель какао-масла лауринового типа, сухие молочные продукты (сухая молочная сыворотка, сухое обезжиренное молоко), какао-порошок, эмульгаторы соевый лецитин-E322, PGPR-E476), ароматизатор пищевой «Ванилин», «Пломбир»), кокосовое масло, глицерин влагоудерживающий агент), яичный меланж, растворимое кукурузное волокно (пище-вые волокна), шоколад (подсластитель мальтит, какао тертое, какао-масло, какао-порошок, эмульгаторы (Е322, PGPR-E476), ароматизатор «Экстракт ванили»), мука овсяная, соль, под-сластитель (сукралоза), разрыхлитель (сода пищевая), ароматизаторы пищевые, консервант (глюкоза ферментированная, сорбат калия). Может содержать следы арахиса, орехов и продукты их переработки. Содержит подсластители, при чрезмерном употреблении может оказывать слабительное действие.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
"Kultlab Diet Protein Cookie Малиновый мусс
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/306794731/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-cookie-40-gr/;;;"Размер одной порции                                        : 40 граммА НУ ХВАТАЙ В РУКИ PROTEIN COOKIEВстречай новую вкуснейшую новинку – Protein Cookie в трех вкусах: тропический кокос, шоколадный десерт и малиновый мусс.Без лишних калорий и сахара – только полезные ингредиенты!Идеально для перекуса после тренировки или в течение дня. Легко, вкусно и эффективно – бери Protein Cookie и шагай к своим целям вместе с KULTLAB!Состав: смесь белков (концентрат молочного белка (мицеллярный казеин), концентрат сывороточного белка), изомальтоолигосахарид (пребиотик), глазурь (подсластитель маль-тит, заменитель какао-масла лауринового типа, сухие молочные продукты (сухая молочная сыворотка, сухое обезжиренное молоко), какао-порошок, эмульгаторы соевый лецитин-E322, PGPR-E476), ароматизатор пищевой «Ванилин», «Пломбир»), кокосовое масло, глицерин влагоудерживающий агент), яичный меланж, растворимое кукурузное волокно (пище-вые волокна), шоколад (подсластитель мальтит, какао тертое, какао-масло, какао-порошок, эмульгаторы (Е322, PGPR-E476), ароматизатор «Экстракт ванили»), мука овсяная, соль, под-сластитель (сукралоза), разрыхлитель (сода пищевая), ароматизаторы пищевые, консервант (глюкоза ферментированная, сорбат калия). Может содержать следы арахиса, орехов и продукты их переработки. Содержит подсластители, при чрезмерном употреблении может оказывать слабительное действие.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
"Kultlab Diet Protein Cookie Тропический кокос
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/306794731/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-protein-cookie-40-gr/;;;"Размер одной порции                                        : 40 граммА НУ ХВАТАЙ В РУКИ PROTEIN COOKIEВстречай новую вкуснейшую новинку – Protein Cookie в трех вкусах: тропический кокос, шоколадный десерт и малиновый мусс.Без лишних калорий и сахара – только полезные ингредиенты!Идеально для перекуса после тренировки или в течение дня. Легко, вкусно и эффективно – бери Protein Cookie и шагай к своим целям вместе с KULTLAB!Состав: смесь белков (концентрат молочного белка (мицеллярный казеин), концентрат сывороточного белка), изомальтоолигосахарид (пребиотик), глазурь (подсластитель маль-тит, заменитель какао-масла лауринового типа, сухие молочные продукты (сухая молочная сыворотка, сухое обезжиренное молоко), какао-порошок, эмульгаторы соевый лецитин-E322, PGPR-E476), ароматизатор пищевой «Ванилин», «Пломбир»), кокосовое масло, глицерин влагоудерживающий агент), яичный меланж, растворимое кукурузное волокно (пище-вые волокна), шоколад (подсластитель мальтит, какао тертое, какао-масло, какао-порошок, эмульгаторы (Е322, PGPR-E476), ароматизатор «Экстракт ванили»), мука овсяная, соль, под-сластитель (сукралоза), разрыхлитель (сода пищевая), ароматизаторы пищевые, консервант (глюкоза ферментированная, сорбат калия). Может содержать следы арахиса, орехов и продукты их переработки. Содержит подсластители, при чрезмерном употреблении может оказывать слабительное действие.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
Kultlab Diet Caramel Pie;"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/250450726/detail.aspx;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-diet-caramel-pie-60-gr/;;;"Caramel Pie - это находка для любителей сладкого, которые следят за своим здоровьем и фигурой. Печенье создано без добавления сахара, что делает его отличным выбором для тех, кто предпочитает здоровое питание.Карамель добавляет сладость и нежный вкус, а арахис придает печенью хрустящую текстуру, и всё это покрыто действительно толстым слоем шоколада.Если хочешь насладиться вкусом и пользой одновременно, Caramel Pie - это то, что тебе нужно.Вкусно встречай - Caramel Pie.iИндивидуальная непереносимость компонентов добавки. Перед применением проконсультируйтесь с врачом"
"Kultlab Diet Cool Bar Клубничный пудинг
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/600737557/detail.aspx?targetUrl=GP;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-cool-bar-proteinovyy-batonchik-v-shokoladnoy-glazuri-50-gr/;;;
"Kultlab Diet Cool Bar Малиновый чизкейк
";"Протеиновые батончики и печенье
";"Полезный перекус, десерт без сахара";"Индивидуальная непереносимость компонентов продукта.
";;https://www.wildberries.ru/catalog/600737557/detail.aspx?targetUrl=GP;https://kultlab.ru/catalog/proteinovye-batonchiki-i-pechene/kultlab-cool-bar-proteinovyy-batonchik-v-shokoladnoy-glazuri-50-gr/;;;
